Q3,Q4,Q5,Q6,Q7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,13
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Temporarily Closed,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Temporarily Closed,No,11
Full Service Restaurant,Chain,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Chain,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Temporarily Closed,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Chain,Temporarily Closed,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,2
Full Service Restaurant,Chain,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Temporarily Closed,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Temporarily Closed,No,7
Full Service Restaurant,Chain,Temporarily Closed,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,15
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Temporarily Closed,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Chain,Offering takeout/delivery,No,11
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,1
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,13
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Chain,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Chain,Offering takeout/delivery,No,6
Full Service Restaurant,Chain,Temporarily Closed,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Chain,Temporarily Closed,Yes,5
Full Service Restaurant,Chain,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Temporarily Closed,Yes,13
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Temporarily Closed,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,No,5
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,11
Full Service Restaurant,Chain,Temporarily Closed,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Temporarily Closed,Yes,7
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Temporarily Closed,Yes,8
Full Service Restaurant,Independent,Temporarily Closed,Yes,14
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Chain,Temporarily Closed,No,5
Full Service Restaurant,Chain,Temporarily Closed,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Chain,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,14
Full Service Restaurant,Independent,Temporarily Closed,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Temporarily Closed,No,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Chain,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Temporarily Closed,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,3
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,12
Full Service Restaurant,Chain,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,No,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,No,11
Full Service Restaurant,Independent,Offering takeout/delivery,No,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,7
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Temporarily Closed,Yes,8
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Temporarily Closed,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Temporarily Closed,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,2
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,No,12
Full Service Restaurant,Independent,Temporarily Closed,Yes,9
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Chain,Offering takeout/delivery,No,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,13
Full Service Restaurant,Independent,Offering takeout/delivery,No,11
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,13
Full Service Restaurant,Independent,Temporarily Closed,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Chain,Offering takeout/delivery,No,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,1
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Chain,Temporarily Closed,No,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Temporarily Closed,No,3
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Temporarily Closed,Yes,15
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Chain,Offering takeout/delivery,No,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Temporarily Closed,Yes,8
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,14
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Temporarily Closed,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,13
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,3
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Temporarily Closed,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,No,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Offering takeout/delivery,No,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Temporarily Closed,No,13
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Temporarily Closed,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,No,1
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,16
Full Service Restaurant,Chain,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Temporarily Closed,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,4
Full Service Restaurant,Independent,Temporarily Closed,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Temporarily Closed,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,12
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,9
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,9
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,7
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,3
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,11
Full Service Restaurant,Independent,Offering takeout/delivery,No,11
Full Service Restaurant,Independent,Offering takeout/delivery,No,4
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,10
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,2
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Chain,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,7
