type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,category
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,No,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,No,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,No,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,No,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,No,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,No,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,Yes,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,Yes,No,Drink Chain
Control,Drink,Chain,N/A,Yes,No,Yes,Yes,Drink Chain
Control,Drink,Chain,N/A,No,Yes,No,Yes,Drink Chain
Control,Drink,Chain,N/A,No,No,Yes,Yes,Drink Chain
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,No,Drink Independent
Control,Drink,Independent,N/A,Yes,No,Yes,No,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,No,No,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,No,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,Yes,No,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,No,Drink Independent
Control,Drink,Independent,N/A,No,No,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,No,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,No,No,No,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,No,No,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,No,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,Yes,Drink Independent
Control,Drink,Independent,N/A,No,Yes,Yes,No,Drink Independent
Control,Drink,Independent,N/A,No,Yes,No,Yes,Drink Independent
Control,Drink,Independent,N/A,Yes,Yes,Yes,Yes,Drink Independent
